iter	Logloss
266	0.5013951264
267	0.5013005281
268	0.5012182567
269	0.5011277792
270	0.5010404249
271	0.5009531756
272	0.5008678766
273	0.5007760282
274	0.5006644112
275	0.5005926786
276	0.5005017658
277	0.500429823
278	0.5003508478
279	0.5002666074
280	0.5001823554
281	0.5000799919
282	0.4999561656
283	0.499930408
284	0.4998088889
285	0.4997799832
286	0.4997146314
287	0.4996269869
288	0.4995012667
289	0.4994415306
290	0.4992776934
291	0.4991973187
292	0.4990969728
293	0.4990057052
294	0.4989274013
295	0.4988510915
296	0.4987574265
297	0.4986691462
298	0.498580844
299	0.4984746597
300	0.4983714717
301	0.4982732361
302	0.4981859704
303	0.4981236761
304	0.4980174902
305	0.4979231947
306	0.4978027533
307	0.4976900319
308	0.4976243709
309	0.4975483407
310	0.4974349643
311	0.4973549149
312	0.4972513754
313	0.497158414
314	0.4970783067
315	0.4969840728
316	0.4969232863
317	0.4968780849
318	0.4968176951
319	0.4967068551
320	0.4966116023
321	0.4965355728
322	0.4964756313
323	0.4963574334
324	0.4962419048
325	0.4961776517
326	0.4961156751
327	0.4960161887
328	0.4959328626
329	0.4958595891
330	0.4957769764
331	0.4957272059
332	0.4956059989
333	0.4955069928
334	0.4954082078
335	0.4953055423
336	0.4952151661
337	0.4951522405
338	0.4950782126
339	0.4949581893
340	0.4949156845
341	0.4948169686
342	0.4947681088
343	0.494670618
344	0.494598688
345	0.4944517325
346	0.4943794959
347	0.4943376505
348	0.494263387
349	0.4942011024
350	0.4940881527
351	0.4940013145
352	0.493908965
353	0.4938218796
354	0.4937517347
355	0.4936613829
356	0.4935666879
357	0.493472567
358	0.4933920155
359	0.4933454021
360	0.4932228555
361	0.493136984
362	0.4930232351
363	0.4929398452
364	0.4928685495
365	0.4927903588
366	0.4926999724
367	0.4926493484
368	0.492543883
369	0.4924576458
370	0.4923575621
371	0.4922671937
372	0.492218968
373	0.4921136482
374	0.4919792806
375	0.491894108
376	0.4918276308
377	0.4916840026
378	0.4915769408
379	0.4914780211
380	0.4913986287
381	0.4912946308
382	0.4911906651
383	0.4910763008
384	0.4909872137
385	0.4909281836
386	0.490846768
387	0.4907629799
388	0.4906898633
389	0.49056847
390	0.4905113282
391	0.4904384186
392	0.4903410023
393	0.4902485372
394	0.4901817284
395	0.4901010383
396	0.4900648164
397	0.4900182886
398	0.4899308492
399	0.4898608616
400	0.4897690616
401	0.4896864601
402	0.4896340163
403	0.4895748636
404	0.4895357388
405	0.489450413
406	0.4893500806
407	0.4892786909
408	0.4892060193
409	0.4891233442
410	0.4890515837
411	0.4889377079
412	0.488898937
413	0.4888089576
414	0.4887009109
415	0.4886192778
416	0.4885308174
417	0.4884303398
418	0.48833121
419	0.4882472554
420	0.4881811233
421	0.48809729
422	0.4879993855
423	0.4878990645
424	0.4877764175
425	0.4876753109
426	0.4875858315
427	0.4875252309
428	0.4874567792
429	0.4873699237
430	0.4872656361
431	0.4871143259
432	0.4870186572
433	0.4869398651
434	0.4868549609
435	0.4867802826
436	0.4866987622
437	0.4866216842
438	0.4865129489
439	0.4864672882
440	0.486393897
441	0.486282015
442	0.4861915749
443	0.4861046191
444	0.4860207343
445	0.4859589982
446	0.4858522427
447	0.4857715652
448	0.4856710584
449	0.4855750043
450	0.4855327623
451	0.4854816863
452	0.4853958101
453	0.4853261946
454	0.4852582151
455	0.4851604439
456	0.4851020777
457	0.4850598294
458	0.4850038739
459	0.484917445
460	0.4848456033
461	0.4847857816
462	0.4847366138
463	0.4846296446
464	0.4845563238
465	0.4845166722
466	0.4844821251
467	0.4843990694
468	0.4843318344
469	0.4842663433
470	0.4841419311
471	0.4840793226
472	0.4839677434
473	0.4839017407
474	0.4838254922
475	0.4837202535
476	0.4836026448
477	0.4834883166
478	0.4834003796
479	0.4833353581
480	0.4832805739
481	0.4832225437
482	0.4831397883
483	0.4830633291
484	0.4830200921
485	0.4829299987
486	0.4828705721
487	0.4827558766
488	0.4826711977
489	0.4826005189
490	0.48254959
491	0.4824966868
492	0.4823998589
493	0.4823676501
494	0.4823175517
495	0.4822503861
496	0.4821479068
497	0.4820524717
498	0.4819632821
499	0.4818310115
500	0.4817520051
501	0.4816175179
502	0.4815172635
503	0.4814218278
504	0.4813880773
505	0.4813515136
506	0.4812954689
507	0.4811938533
508	0.4810814232
509	0.4810130144
510	0.4809205736
511	0.4808542269
512	0.4807703773
513	0.4806447151
514	0.4805487877
515	0.4805077685
516	0.4804847412
517	0.4804154809
518	0.4803480826
519	0.4802915729
520	0.4802387405
521	0.4801555689
522	0.480085592
523	0.4800051228
524	0.4799608168
525	0.4798857669
526	0.4798530696
527	0.4797922407
528	0.4796910976
529	0.4796111802
530	0.4795348678
531	0.4794576551
532	0.4793755094
533	0.4793237046
534	0.4792752312
535	0.4792272953
536	0.4791175502
537	0.4790272412
538	0.4789476617
539	0.47887619
540	0.4787798885
541	0.478675753
542	0.478620048
543	0.4785471925
544	0.4784663974
545	0.4783633486
546	0.4782949235
547	0.4782723598
548	0.4782214811
549	0.4781802023
550	0.4781249886
551	0.4780392354
552	0.4779608356
553	0.4778451722
554	0.4778043554
555	0.4777465598
556	0.4776923651
557	0.4776097319
558	0.4775483448
559	0.4775038316
560	0.4774541967
561	0.4774372352
562	0.4773938796
563	0.4773071763
564	0.4772571657
565	0.4771722621
566	0.4771063608
567	0.4770578173
568	0.4769793502
569	0.4768804001
570	0.4768023138
571	0.4767207957
572	0.4766767109
573	0.4765621505
574	0.4764707246
575	0.4764106945
576	0.4762759036
577	0.4762120099
578	0.4761802937
579	0.4761367129
580	0.4760974531
581	0.4760426307
582	0.4760026494
583	0.4759426579
584	0.4759072327
585	0.4758437437
586	0.4758160708
587	0.4757658201
588	0.4756981346
589	0.4756562722
590	0.475592734
591	0.4755401194
592	0.4754551909
593	0.4753984832
594	0.4753490864
595	0.475246692
596	0.4751767174
597	0.4751001703
598	0.4749889408
599	0.4749273302
600	0.4748462542
601	0.4748278747
602	0.4747814376
603	0.4746957905
604	0.4746013017
605	0.4744960169
606	0.4744597525
607	0.4744512341
608	0.4743756956
609	0.4743081908
610	0.4742332662
611	0.4741666008
612	0.4740782526
613	0.4740011145
614	0.4738832426
615	0.4737834697
616	0.4737001892
617	0.4736469414
618	0.473543225
619	0.4734636699
620	0.4733883507
621	0.4733042038
622	0.4732434814
623	0.4731647863
624	0.4731001244
625	0.4730252509
626	0.4729408683
627	0.4728818105
628	0.4728457803
629	0.4728377847
630	0.4727592172
631	0.4726920277
632	0.4726263334
633	0.472527269
634	0.4724543469
635	0.4723545182
636	0.4723383293
637	0.4722862807
638	0.472227414
639	0.4721369196
640	0.4720832406
641	0.471972805
642	0.4718797979
643	0.4717721076
644	0.471703184
645	0.4716531931
646	0.4715691205
647	0.4715146482
648	0.4714580993
649	0.4713771521
650	0.4712797245
651	0.4712169373
652	0.471106207
653	0.4710562245
654	0.4710496339
655	0.4709708348
656	0.4708855129
657	0.4708194078
658	0.4707500708
659	0.4707241691
660	0.4706648354
661	0.4706030121
662	0.4705431684
663	0.4704703541
664	0.4704207838
665	0.470381669
666	0.4703099144
667	0.4702425535
668	0.4701308412
669	0.4700420274
670	0.4699437753
671	0.4698424156
672	0.4697962453
673	0.4697275649
674	0.469629679
675	0.4695806177
676	0.4695301008
677	0.4694747727
678	0.4694348401
679	0.4693412277
680	0.4692749948
681	0.4692142224
682	0.4691577899
683	0.4690905312
684	0.4689889892
685	0.4689147278
686	0.4688587577
687	0.4687453532
688	0.4686549547
689	0.4685805733
690	0.4684934577
691	0.4684387608
692	0.4683913836
693	0.468302182
694	0.4682513426
695	0.4681656919
696	0.4681539607
697	0.4681053639
698	0.468048636
699	0.467992377
700	0.4679394504
701	0.4678593723
702	0.4678563513
703	0.467753616
704	0.4676769749
705	0.467570958
706	0.4675051395
707	0.4674218557
708	0.4673644396
709	0.4673108109
710	0.4672646516
711	0.4671757461
712	0.4671046884
713	0.4670426536
714	0.4669632438
715	0.4668292066
716	0.46679671
717	0.4667431864
718	0.466660614
719	0.4665797563
720	0.4665067036
721	0.4664401183
722	0.4663721442
723	0.4663005811
724	0.4662172652
725	0.4661662614
726	0.4661202799
727	0.4660513252
728	0.4659849442
729	0.4659021004
730	0.4658784489
731	0.4658055777
732	0.4657443932
733	0.4656853435
734	0.4656220925
735	0.4655337639
736	0.4654769328
737	0.4654173117
738	0.4653743955
739	0.4653165547
740	0.465253682
741	0.4651881642
742	0.4651152393
743	0.4650820904
744	0.4650433702
745	0.4649906653
746	0.4649616097
747	0.4649597244
748	0.464943031
749	0.4649083495
750	0.4648559174
751	0.4647849211
752	0.4646942699
753	0.4646831351
754	0.46465171
755	0.4645584815
756	0.4645035429
757	0.4644580866
758	0.4644004673
759	0.4643314531
760	0.4642367397
761	0.4641638992
762	0.4640919666
763	0.4640123862
764	0.4639197923
765	0.4638517745
766	0.4637525871
767	0.4637379344
768	0.4636886417
769	0.4636148957
770	0.46353757
771	0.4634560713
772	0.4634143218
773	0.4633367907
774	0.4632701734
775	0.4632205907
776	0.4631256384
777	0.463035042
778	0.4629940804
779	0.4629299943
780	0.4628677625
781	0.4627959128
782	0.4627535228
783	0.4627156702
784	0.4626293422
785	0.4626060009
786	0.4625487828
787	0.462505565
788	0.4624207712
789	0.4623815613
790	0.4623477303
791	0.4622995739
792	0.4622362036
793	0.4621888197
794	0.4621253166
795	0.4620728721
796	0.4619986523
797	0.4619630789
798	0.461904941
799	0.4618139118
800	0.4617416552
801	0.461665752
802	0.4615473573
803	0.4614649497
804	0.4614622136
805	0.4614197575
806	0.4613704085
807	0.4613011471
808	0.4612082328
809	0.4611659587
810	0.4610981725
811	0.4610479565
812	0.4610057451
813	0.460955284
814	0.4609076757
815	0.4608414591
816	0.4607832469
817	0.4607333435
818	0.4606490357
819	0.4605672822
820	0.4605343437
821	0.4604585338
822	0.4603994481
823	0.4603048351
824	0.460253248
825	0.4601407328
826	0.4600503848
827	0.4599775111
828	0.4599057018
829	0.4598400924
830	0.4597678582
831	0.4597128497
832	0.4596881964
833	0.4596666596
834	0.4596358417
835	0.4595903061
836	0.4595242949
837	0.4594910926
838	0.459440848
839	0.4593543168
840	0.4592851313
841	0.4591926066
842	0.459129695
843	0.4590949697
844	0.459054517
845	0.4589651729
846	0.4589176339
847	0.4588730321
848	0.4588105999
849	0.4587441562
850	0.4586888731
851	0.4586850688
852	0.4586415138
853	0.4585616811
854	0.4585021399
855	0.458450228
856	0.4583780652
857	0.458323848
858	0.4582313296
859	0.4581982773
860	0.4581875192
861	0.458120867
862	0.4580706952
863	0.458042572
864	0.4579791438
865	0.4578980404
866	0.4578182219
867	0.4577791395
868	0.4577076426
869	0.4576321723
870	0.4575812428
871	0.4574870257
872	0.4574160618
873	0.4573060063
874	0.457269675
875	0.4572001456
876	0.4571542059
877	0.4571138282
878	0.4570162683
879	0.456937152
880	0.4568696239
881	0.4567888809
882	0.456736223
883	0.4566909684
884	0.4566299795
885	0.4565586045
886	0.4565289919
887	0.456487128
888	0.4564096482
889	0.4563134278
890	0.4562262871
891	0.4561626133
892	0.4560619267
893	0.4559735153
894	0.4559058986
895	0.4558161345
896	0.4557918937
897	0.4557122422
898	0.4556317034
899	0.455560874
900	0.4554683789
901	0.4554012877
902	0.4553107776
903	0.4552283253
904	0.4551926661
905	0.4551566299
906	0.4550706942
907	0.4549950108
908	0.4549352203
909	0.45485366
910	0.4548098079
911	0.4547413572
912	0.4545927247
913	0.4545304533
914	0.4544932331
915	0.4544874015
916	0.4544070692
917	0.4543569452
918	0.4542572655
919	0.4541766626
920	0.4541288656
921	0.4540674929
922	0.4540292104
923	0.4539838804
924	0.4539049815
925	0.4538277958
926	0.453738527
927	0.4536910831
928	0.4536457982
929	0.4535514739
930	0.4534748693
931	0.4534287619
932	0.4533270916
933	0.4532711552
934	0.4532093999
935	0.453156742
936	0.4530657998
937	0.4530554858
938	0.4529708495
939	0.4528783305
940	0.4528137009
941	0.4527332267
942	0.4526699443
943	0.4525758998
944	0.4525160663
945	0.4524308282
946	0.4523797102
947	0.4523315646
948	0.452271221
949	0.4522112966
950	0.4521668525
951	0.452109613
952	0.4520273565
953	0.4519495833
954	0.4518754047
955	0.4518210551
956	0.4517460891
957	0.4516944411
958	0.45162462
959	0.4516165755
960	0.4515533582
961	0.4514811339
962	0.4514300197
963	0.4513856633
964	0.4513272273
965	0.4512246519
966	0.4511606775
967	0.4511107238
968	0.4510555409
969	0.4509733213
970	0.4509260199
971	0.4508651395
972	0.4507868022
973	0.4506963488
974	0.4506124291
975	0.450523386
976	0.4504473707
977	0.4503939056
978	0.4503078667
979	0.4502236755
980	0.4501676161
981	0.4501245139
982	0.4500661771
983	0.450028863
984	0.4499626853
985	0.44989175
986	0.4498220912
987	0.4497361445
988	0.4496606787
989	0.4496024636
990	0.4494960079
991	0.4494128618
992	0.4493718477
993	0.4492972934
994	0.4492278093
995	0.4491526763
996	0.4490939749
997	0.4490164705
998	0.4489546142
999	0.4488929131
